GIS_ID,FACILITY,NAME,TYPE,SHAPE_Area,FEAT_ID,OBJECTID,GLOBALID,SHAPE_Length
92613,9261,PIEDMONT PONDS,PERCOLATION POND,8198.27944542614,163,137,{A882D24F-4463-4C89-8427-0369E6442587},707.068151749409
92613,9261,PIEDMONT PONDS,PERCOLATION POND,2136.32546056354,164,138,{3352D809-FBC9-4BB2-8331-90940E4F7514},225.877704250105
99061,0,CAPITOL PONDS,PERCOLATION POND,4194.68761446636,165,139,{E3367753-B6B7-42D6-8633-AE4A95265A87},355.903106306342
99061,0,CAPITOL PONDS,PERCOLATION POND,4134.26337257198,166,140,{CDDCBDDF-EE53-4922-A962-D045D13CA98B},363.904057107495
99061,0,CAPITOL PONDS,PERCOLATION POND,5887.6857845037,167,141,{BE4C93C9-9C87-412A-828E-3D36DD3B5E90},477.824668268883
99061,0,CAPITOL PONDS,PERCOLATION POND,10140.8145240839,168,142,{B03F9489-008F-4691-AEE5-EDB900BF0217},828.283578499949
99061,0,CAPITOL PONDS,PERCOLATION POND,7379.81717118637,169,143,{9F0155F6-C25B-43C2-B8A0-4B0F60BB2D57},659.452387186212
99061,0,CAPITOL PONDS,PERCOLATION POND,4155.98823576037,170,144,{35A2E185-F75F-4879-8E0F-0E9BEC7BFCD7},399.179522476303
99061,0,CAPITOL PONDS,PERCOLATION POND,3734.91883710344,171,145,{5E16C08D-7414-4F91-AD91-E3825CAD68EA},373.167422768523
99061,0,CAPITOL PONDS,PERCOLATION POND,7994.33926903107,172,146,{3644922E-3FBD-4431-8FE4-7709920AD700},701.901074549268
92971,9297,MADRONE PONDS,PERCOLATION POND,83792.1831447428,173,147,{B433DB4F-2F19-4FBE-A0FB-9118E36C583E},4462.71356584181
92610,9261,PENITENCIA (GROSS) PONDS,PERCOLATION POND,31055.8974702194,174,148,{C992F764-7A65-4CAD-8250-F12579F43A03},713.32781564613
92610,9261,PENITENCIA (GROSS) PONDS,PERCOLATION POND,15698.5386696042,175,149,{9FE29E3C-13EE-4481-AE12-F380257F5FA0},583.965356005257
92660,9266,FORD ROAD POND,PERCOLATION POND,159968.16295484,176,150,{9E2533A4-CA86-4908-8746-F3838EF90F3C},2033.23621070925
92440,9244,CHURCH AVENUE PONDS,PERCOLATION POND,384879.81514794,177,151,{D5D302D1-58E2-4D5B-8D63-16B9B8112CDC},4839.73749370927
92341,9234,MABURY POND,PERCOLATION POND,54843.1987241657,178,152,{B1FB515F-5DC8-4D7E-89EF-8D8868A31D8B},986.066341261551
99064,0,COUNTY PARK POND,PERCOLATION POND,83830.2565273406,179,153,{08383E1E-9F53-4998-A02C-42A03776C7B6},1333.41657231997
